county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Jackson,Tuckaseigee,13296,1.5,2021-02-08,9614.90405568357,61260005.0884617
New Hanover,Wilmington City,58361,4.11,2021-02-08,,
Orange,Chapel Hill - Carrboro,78141,1.41,2021-02-09,,
Mecklenburg,Charlotte 1,68685,3.64,2021-02-09,,
Mecklenburg,Charlotte 2,182501,3.18,2021-02-09,,
Pitt,Greenville,89616,3.79,2021-02-09,24083.1891575846,45391705.1768904
New Hanover,New Hanover County (North),67743,4.58,2021-02-09,0,1419479.51778572
Carteret,Newport,4774,0,2021-02-09,9354.14346693485,18987743.4394893
Chatham,Pittsboro,4234,4.72,2021-02-09,,
Wake,Raleigh,550000,4.33,2021-02-09,,
Durham,South Durham,108105,1.76,2021-02-09,,
Carteret,Town of Beaufort,4750,4.21,2021-02-09,4763.13972081442,23136739.8966804
Jackson,Tuckaseigee,13296,1.5,2021-02-09,,
New Hanover,Wilmington City,58361,4.63,2021-02-09,16583.123951777,11401480.9292986
Orange,Chapel Hill - Carrboro,78141,1.28,2021-02-10,,
Mecklenburg,Charlotte 1,68685,4.66,2021-02-10,57282.196186948,58178323.9895244
Mecklenburg,Charlotte 2,182501,2.63,2021-02-10,39921.7985566783,46625591.7753544
Pitt,Greenville,89616,3.01,2021-02-10,,
New Hanover,New Hanover County (North),67743,2.66,2021-02-10,,
Carteret,Newport,4774,4.19,2021-02-10,,
Chatham,Pittsboro,4234,0,2021-02-10,,
Wake,Raleigh,550000,3.05,2021-02-10,,
Durham,South Durham,108105,1.11,2021-02-10,,
Carteret,Town of Beaufort,4750,0,2021-02-10,,
Jackson,Tuckaseigee,13296,0,2021-02-10,,
New Hanover,Wilmington City,58361,4.28,2021-02-10,,
Orange,Chapel Hill - Carrboro,78141,1.92,2021-02-11,,
Mecklenburg,Charlotte 1,68685,3.2,2021-02-11,,
Mecklenburg,Charlotte 2,182501,2.52,2021-02-11,,
Pitt,Greenville,89616,3.35,2021-02-11,,
New Hanover,New Hanover County (North),67743,2.95,2021-02-11,,
Carteret,Newport,4774,4.19,2021-02-11,,
Chatham,Pittsboro,4234,4.72,2021-02-11,,
Wake,Raleigh,550000,3.31,2021-02-11,,
Durham,South Durham,108105,2.13,2021-02-11,,
Carteret,Town of Beaufort,4750,0,2021-02-11,,
Jackson,Tuckaseigee,13296,1.5,2021-02-11,,
New Hanover,Wilmington City,58361,5.31,2021-02-11,,
Orange,Chapel Hill - Carrboro,78141,2.3,2021-02-12,9246.62100445348,11848627.0283171
Mecklenburg,Charlotte 1,68685,3.93,2021-02-12,,
Mecklenburg,Charlotte 2,182501,2.79,2021-02-12,,
Pitt,Greenville,89616,2.57,2021-02-12,15288.8848514207,30152456.4372097
New Hanover,New Hanover County (North),67743,2.95,2021-02-12,9417.40410091868,11797817.3824479
Carteret,Newport,4774,0,2021-02-12,0,471170.641539076
Chatham,Pittsboro,4234,4.72,2021-02-12,4582.57569495584,7401110.77756417
Wake,Raleigh,550000,3.07,2021-02-12,,
Durham,South Durham,108105,1.3,2021-02-12,,
Carteret,Town of Beaufort,4750,4.21,2021-02-12,10102.5986755884,51373218.2612598
Jackson,Tuckaseigee,13296,1.5,2021-02-12,,
New Hanover,Wilmington City,58361,5.31,2021-02-12,18553.9753152795,12275132.7978663
Orange,Chapel Hill - Carrboro,78141,1.54,2021-02-13,,
Mecklenburg,Charlotte 1,68685,4.51,2021-02-13,,
Mecklenburg,Charlotte 2,182501,2.3,2021-02-13,,
Pitt,Greenville,89616,3.68,2021-02-13,,
New Hanover,New Hanover County (North),67743,5.02,2021-02-13,,
Carteret,Newport,4774,0,2021-02-13,,
Chatham,Pittsboro,4234,4.72,2021-02-13,,
Wake,Raleigh,550000,2.8,2021-02-13,18867.9622641132,31290971.1237785
Durham,South Durham,108105,1.11,2021-02-13,14899.6644257514,17624556.5897551
Carteret,Town of Beaufort,4750,4.21,2021-02-13,,
Jackson,Tuckaseigee,13296,1.5,2021-02-13,,
New Hanover,Wilmington City,58361,4.63,2021-02-13,,
Orange,Chapel Hill - Carrboro,78141,1.41,2021-02-14,,
Mecklenburg,Charlotte 1,68685,2.18,2021-02-14,,
Mecklenburg,Charlotte 2,182501,1.86,2021-02-14,,
Pitt,Greenville,89616,0.89,2021-02-14,,
New Hanover,New Hanover County (North),67743,2.36,2021-02-14,,
Carteret,Newport,4774,0,2021-02-14,,
Chatham,Pittsboro,4234,4.72,2021-02-14,,
Wake,Raleigh,550000,1.62,2021-02-14,,
Durham,South Durham,108105,1.3,2021-02-14,,
Carteret,Town of Beaufort,4750,0,2021-02-14,,
Jackson,Tuckaseigee,13296,1.5,2021-02-14,,
New Hanover,Wilmington City,58361,2.4,2021-02-14,,
Orange,Chapel Hill - Carrboro,78141,1.02,2021-02-15,,
Mecklenburg,Charlotte 1,68685,1.89,2021-02-15,37533.3185316727,49349785.6736355
Mecklenburg,Charlotte 2,182501,1.48,2021-02-15,,
Pitt,Greenville,89616,2.01,2021-02-15,,
New Hanover,New Hanover County (North),67743,1.48,2021-02-15,,
Carteret,Newport,4774,0,2021-02-15,,
Chatham,Pittsboro,4234,0,2021-02-15,,
Wake,Raleigh,550000,1.05,2021-02-15,,
Durham,South Durham,108105,0.83,2021-02-15,,
Carteret,Town of Beaufort,4750,4.21,2021-02-15,,
Jackson,Tuckaseigee,13296,1.5,2021-02-15,10196,65547622.5689996
New Hanover,Wilmington City,58361,1.88,2021-02-15,,
Orange,Chapel Hill - Carrboro,78141,1.54,2021-02-16,4358.89894354068,8357809.77674287
Mecklenburg,Charlotte 1,68685,3.93,2021-02-16,,
Mecklenburg,Charlotte 2,182501,3.01,2021-02-16,13747.7270848675,25874313.9227836
Pitt,Greenville,89616,2.01,2021-02-16,8317.90237980707,16537684.2218492
New Hanover,New Hanover County (North),67743,5.76,2021-02-16,9585.1447563404,14236772.5343251
Carteret,Newport,4774,0,2021-02-16,0,2903319.15280228
Chatham,Pittsboro,4234,0,2021-02-16,0,662650.947917968
Wake,Raleigh,550000,2.91,2021-02-16,,
Durham,South Durham,108105,1.2,2021-02-16,,
Carteret,Town of Beaufort,4750,4.21,2021-02-16,10473.1800328267,72732502.7811125
Jackson,Tuckaseigee,13296,1.5,2021-02-16,,
New Hanover,Wilmington City,58361,2.74,2021-02-16,9874.20882906575,8399162.8541611
Orange,Chapel Hill - Carrboro,78141,1.41,2021-02-17,,
Mecklenburg,Charlotte 1,68685,3.93,2021-02-17,21708.2933460924,30294498.0216617
Mecklenburg,Charlotte 2,182501,2.52,2021-02-17,21428.6607140997,37184967.3513931
Pitt,Greenville,89616,2.45,2021-02-17,,
New Hanover,New Hanover County (North),67743,3.99,2021-02-17,,
Carteret,Newport,4774,0,2021-02-17,,
Chatham,Pittsboro,4234,4.72,2021-02-17,,
Wake,Raleigh,550000,3.27,2021-02-17,11368.8170009021,23142155.1968973
Durham,South Durham,108105,1.2,2021-02-17,0,4029562.5829688
Carteret,Town of Beaufort,4750,0,2021-02-17,,
Jackson,Tuckaseigee,13296,1.5,2021-02-17,,
New Hanover,Wilmington City,58361,2.4,2021-02-17,,
Orange,Chapel Hill - Carrboro,78141,1.15,2021-02-18,,
Mecklenburg,Charlotte 1,68685,2.77,2021-02-18,,
Mecklenburg,Charlotte 2,182501,2.08,2021-02-18,,
Pitt,Greenville,89616,3.01,2021-02-18,,
New Hanover,New Hanover County (North),67743,3.84,2021-02-18,,
Carteret,Newport,4774,4.19,2021-02-18,,
Chatham,Pittsboro,4234,0,2021-02-18,,
Wake,Raleigh,550000,3.27,2021-02-18,,
Durham,South Durham,108105,1.11,2021-02-18,,
Carteret,Town of Beaufort,4750,0,2021-02-18,,
Jackson,Tuckaseigee,13296,1.5,2021-02-18,,
New Hanover,Wilmington City,58361,2.4,2021-02-18,,
Orange,Chapel Hill - Carrboro,78141,0.77,2021-02-19,4943.42998332131,9517222.31900934
Mecklenburg,Charlotte 1,68685,3.49,2021-02-19,,
Mecklenburg,Charlotte 2,182501,2.36,2021-02-19,,
Pitt,Greenville,89616,1.79,2021-02-19,8746.42784226797,28243898.0547987
New Hanover,New Hanover County (North),67743,2.51,2021-02-19,,
Carteret,Newport,4774,4.19,2021-02-19,0,848107.154770338
Chatham,Pittsboro,3573,5.6,2021-02-19,0,710777.989895221
Wake,Raleigh,550000,2.55,2021-02-19,,
Durham,South Durham,108105,1.3,2021-02-19,,
Carteret,Town of Beaufort,4750,0,2021-02-19,0,8775997.50768193
Jackson,Tuckaseigee,13296,1.5,2021-02-19,,
New Hanover,Wilmington City,58361,1.71,2021-02-19,,
Orange,Chapel Hill - Carrboro,78141,1.41,2021-02-20,,
Mecklenburg,Charlotte 1,68685,2.48,2021-02-20,,
Mecklenburg,Charlotte 2,182501,1.48,2021-02-20,,
Pitt,Greenville,89616,1.56,2021-02-20,,
New Hanover,New Hanover County (North),67743,1.77,2021-02-20,10738.3657974573,14981828.2163297
Carteret,Newport,4774,0,2021-02-20,,
Chatham,Pittsboro,3573,0,2021-02-20,,
Wake,Raleigh,550000,2.58,2021-02-20,4623.31050222673,9436582.1069096
Durham,South Durham,108105,1.39,2021-02-20,0,2016942.18809963
Carteret,Town of Beaufort,4750,0,2021-02-20,,
Jackson,Tuckaseigee,13296,4.51,2021-02-20,,
New Hanover,Wilmington City,58361,3.43,2021-02-20,8077.74721070176,6421974.23475388
Orange,Chapel Hill - Carrboro,78141,1.02,2021-02-21,,
Mecklenburg,Charlotte 1,68685,2.62,2021-02-21,,
Mecklenburg,Charlotte 2,182501,1.59,2021-02-21,,
Pitt,Greenville,89616,1.79,2021-02-21,,
New Hanover,New Hanover County (North),67743,0.89,2021-02-21,,
Carteret,Newport,4774,4.19,2021-02-21,,
Chatham,Pittsboro,3573,5.6,2021-02-21,,
Wake,Raleigh,550000,1.45,2021-02-21,,
Durham,South Durham,108105,0.65,2021-02-21,,
Carteret,Town of Beaufort,4750,4.21,2021-02-21,,
Jackson,Tuckaseigee,13296,0,2021-02-21,,
New Hanover,Wilmington City,58361,1.37,2021-02-21,,
Orange,Chapel Hill - Carrboro,78141,0.77,2021-02-22,,
Mecklenburg,Charlotte 1,68685,1.46,2021-02-22,18940.6969248758,21063776.9157203
Mecklenburg,Charlotte 2,182501,1.32,2021-02-22,83516.4654424503,116036254.887252
Pitt,Greenville,89616,1.34,2021-02-22,,
New Hanover,New Hanover County (North),67743,1.03,2021-02-22,,
Carteret,Newport,4774,0,2021-02-22,,
Chatham,Pittsboro,3573,0,2021-02-22,,
Wake,Raleigh,550000,1.18,2021-02-22,,
Durham,South Durham,108105,0.65,2021-02-22,,
Carteret,Town of Beaufort,4750,4.21,2021-02-22,,
Jackson,Tuckaseigee,13296,1.5,2021-02-22,7739.49300665102,49755332.1376396
New Hanover,Wilmington City,58361,2.23,2021-02-22,,
Orange,Chapel Hill - Carrboro,78141,1.66,2021-02-23,0,480540.871980863
Mecklenburg,Charlotte 1,68685,1.89,2021-02-23,,
Mecklenburg,Charlotte 2,182501,1.48,2021-02-23,,
Pitt,Greenville,89616,3.68,2021-02-23,7599.34207678533,22115649.7207746
New Hanover,New Hanover County (North),67743,1.77,2021-02-23,0,2221206.05262551
Carteret,Newport,4774,0,2021-02-23,0,782143.264954865
Chatham,Pittsboro,3573,0,2021-02-23,0,656623.476379395
Wake,Raleigh,550000,2.65,2021-02-23,,
Durham,South Durham,108105,1.2,2021-02-23,,
Carteret,Town of Beaufort,4750,4.21,2021-02-23,0,1747629.77252968
Jackson,Tuckaseigee,13296,0,2021-02-23,,
New Hanover,Wilmington City,58361,2.91,2021-02-23,5612.48608016092,4472442.2461045
Orange,Chapel Hill - Carrboro,78141,0.77,2021-02-24,,
Mecklenburg,Charlotte 1,68685,3.64,2021-02-24,41079.1918128875,44794376.849505
Mecklenburg,Charlotte 2,182501,2.19,2021-02-24,11869.0774704692,16255856.2618639
Pitt,Greenville,89616,5.47,2021-02-24,,
New Hanover,New Hanover County (North),67743,1.03,2021-02-24,,
Carteret,Newport,4774,4.19,2021-02-24,,
Chatham,Pittsboro,3573,0,2021-02-24,,
Wake,Raleigh,550000,2.55,2021-02-24,6745.36878161602,10889520.0678901
Durham,South Durham,108105,1.2,2021-02-24,5338.53912601565,5362670.70064834
Carteret,Town of Beaufort,4750,0,2021-02-24,,
Jackson,Tuckaseigee,13296,3.76,2021-02-24,,
New Hanover,Wilmington City,58361,1.88,2021-02-24,,
Orange,Chapel Hill - Carrboro,78141,1.54,2021-02-25,,
Mecklenburg,Charlotte 1,68685,2.77,2021-02-25,,
Mecklenburg,Charlotte 2,182501,2.41,2021-02-25,,
Pitt,Greenville,89616,3.24,2021-02-25,,
New Hanover,New Hanover County (North),67743,1.92,2021-02-25,,
Carteret,Newport,4774,0,2021-02-25,,
Chatham,Pittsboro,3573,0,2021-02-25,,
Wake,Raleigh,550000,1.73,2021-02-25,,
Durham,South Durham,108105,0.65,2021-02-25,,
Carteret,Town of Beaufort,4750,4.21,2021-02-25,,
Jackson,Tuckaseigee,13296,1.5,2021-02-25,,
New Hanover,Wilmington City,58361,2.74,2021-02-25,,
Orange,Chapel Hill - Carrboro,78141,1.02,2021-02-26,0,1864655.11705325
Mecklenburg,Charlotte 1,68685,2.77,2021-02-26,,
Mecklenburg,Charlotte 2,182501,1.92,2021-02-26,,
Pitt,Greenville,89616,3.24,2021-02-26,5921.35964116351,14110193.29574
New Hanover,New Hanover County (North),67743,1.18,2021-02-26,1870.82869338697,2394297.04415235
Carteret,Newport,4774,4.19,2021-02-26,3491.06001094224,8304393.73612529
Chatham,Pittsboro,4234,0,2021-02-26,0,531263.259968716
Wake,Raleigh,550000,1.71,2021-02-26,,
Durham,South Durham,108105,0.56,2021-02-26,,
Carteret,Town of Beaufort,4750,0,2021-02-26,5086.74748734395,25094722.927488
Jackson,Tuckaseigee,13296,5.26,2021-02-26,,
New Hanover,Wilmington City,58361,1.88,2021-02-26,6873.86354243376,5133658.33375619
Orange,Chapel Hill - Carrboro,78141,0.77,2021-02-27,,
Mecklenburg,Charlotte 1,68685,2.18,2021-02-27,,
Mecklenburg,Charlotte 2,182501,1.7,2021-02-27,,
Pitt,Greenville,89616,1.45,2021-02-27,,
New Hanover,New Hanover County (North),67743,1.48,2021-02-27,,
Carteret,Newport,4774,0,2021-02-27,,
Chatham,Pittsboro,4234,0,2021-02-27,,
Wake,Raleigh,550000,1.85,2021-02-27,5477.22557505167,7782221.11268238
Durham,South Durham,108105,0.74,2021-02-27,11478.240283249,11831566.0652994
Carteret,Town of Beaufort,4750,4.21,2021-02-27,,
Jackson,Tuckaseigee,13296,1.5,2021-02-27,,
New Hanover,Wilmington City,58361,2.4,2021-02-27,,
Orange,Chapel Hill - Carrboro,78141,1.15,2021-02-28,,
Mecklenburg,Charlotte 1,68685,1.02,2021-02-28,,
Mecklenburg,Charlotte 2,182501,1.42,2021-02-28,,
Pitt,Greenville,89616,1.23,2021-02-28,,
New Hanover,New Hanover County (North),67743,1.77,2021-02-28,,
Carteret,Newport,4774,4.19,2021-02-28,,
Chatham,Pittsboro,4234,0,2021-02-28,,
Wake,Raleigh,550000,1.49,2021-02-28,,
Durham,South Durham,108105,0.19,2021-02-28,,
Carteret,Town of Beaufort,4750,4.21,2021-02-28,,
Jackson,Tuckaseigee,13296,1.5,2021-02-28,,
New Hanover,Wilmington City,58361,1.54,2021-02-28,,
Orange,Chapel Hill - Carrboro,78141,1.41,2021-03-01,,
Mecklenburg,Charlotte 1,68685,2.33,2021-03-01,11543.3963806152,13132677.8549103
Mecklenburg,Charlotte 2,182501,1.37,2021-03-01,10118.053172424,18403693.2425403
Pitt,Greenville,89616,2.01,2021-03-01,,
New Hanover,New Hanover County (North),67743,1.48,2021-03-01,,
Carteret,Newport,4774,0,2021-03-01,,
Chatham,Pittsboro,4234,4.72,2021-03-01,,
Wake,Raleigh,550000,1.09,2021-03-01,,
Durham,South Durham,108105,0.74,2021-03-01,,
Carteret,Town of Beaufort,4750,0,2021-03-01,,
Jackson,Tuckaseigee,13296,4.51,2021-03-01,7247.71915846633,44513754.7880495
New Hanover,Wilmington City,58361,1.88,2021-03-01,,
Orange,Chapel Hill - Carrboro,78141,1.41,2021-03-02,7097.5347832892,10525551.5162876
Mecklenburg,Charlotte 1,68685,2.48,2021-03-02,,
Mecklenburg,Charlotte 2,182501,1.21,2021-03-02,,
Pitt,Greenville,89616,2.57,2021-03-02,10201.1028815516,20965362.0159737
New Hanover,New Hanover County (North),67743,1.77,2021-03-02,0,1335028.60013718
Carteret,Newport,4774,0,2021-03-02,0,697332.549477833
Chatham,Pittsboro,4234,0,2021-03-02,0,508413.227281889
Wake,Raleigh,550000,2.47,2021-03-02,,
Durham,South Durham,108105,0.56,2021-03-02,,
Carteret,Town of Beaufort,4750,0,2021-03-02,13856.406460551,56790179.7463974
Jackson,Tuckaseigee,13296,1.5,2021-03-02,,
New Hanover,Wilmington City,58361,3.26,2021-03-02,10118.053172424,7275279.65094636
Orange,Chapel Hill - Carrboro,78141,1.41,2021-03-03,,
Mecklenburg,Charlotte 1,68685,3.2,2021-03-03,25211.6044709574,25953385.5157402
Mecklenburg,Charlotte 2,182501,1.75,2021-03-03,12519.9840255489,21941558.6963256
Pitt,Greenville,89616,2.45,2021-03-03,,
New Hanover,New Hanover County (North),67743,1.77,2021-03-03,,
Carteret,Newport,4774,0,2021-03-03,,
Chatham,Pittsboro,4234,0,2021-03-03,,
Wake,Raleigh,550000,1.6,2021-03-03,0,1323943.1323085
Durham,South Durham,108105,0.74,2021-03-03,6873.86354243376,6340806.48851949
Carteret,Town of Beaufort,4750,4.21,2021-03-03,,
Jackson,Tuckaseigee,13296,1.5,2021-03-03,,
New Hanover,Wilmington City,58361,2.06,2021-03-03,,
Orange,Chapel Hill - Carrboro,78141,0.64,2021-03-04,,
Mecklenburg,Charlotte 1,68685,0.87,2021-03-04,,
Mecklenburg,Charlotte 2,182501,0.82,2021-03-04,,
Pitt,Greenville,89616,1.79,2021-03-04,,
New Hanover,New Hanover County (North),67743,2.07,2021-03-04,,
Carteret,Newport,4774,0,2021-03-04,,
Chatham,Pittsboro,4234,0,2021-03-04,,
Wake,Raleigh,550000,1.98,2021-03-04,,
Durham,South Durham,108105,1.11,2021-03-04,,
Carteret,Town of Beaufort,4750,4.21,2021-03-04,,
Jackson,Tuckaseigee,13296,0,2021-03-04,,
New Hanover,Wilmington City,58361,2.74,2021-03-04,,
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-05,0,387682.732467653
Mecklenburg,Charlotte 1,68685,0.87,2021-03-05,,
Mecklenburg,Charlotte 2,182501,1.04,2021-03-05,,
Pitt,Greenville,89616,2.01,2021-03-05,4834.76990145343,9640675.88816216
New Hanover,New Hanover County (North),67743,1.62,2021-03-05,0,381315.549233696
Carteret,Newport,4774,0,2021-03-05,0,706755.962308614
Chatham,Pittsboro,4234,0,2021-03-05,0,720045.255763633
Wake,Raleigh,550000,1.95,2021-03-05,,
Durham,South Durham,108105,0.83,2021-03-05,,
Carteret,Town of Beaufort,4750,4.21,2021-03-05,0,8291556.75926198
Jackson,Tuckaseigee,13296,0,2021-03-05,,
New Hanover,Wilmington City,58361,2.06,2021-03-05,3968.62696659689,474597.003390749
Orange,Chapel Hill - Carrboro,78141,0.77,2021-03-06,,
Mecklenburg,Charlotte 1,68685,2.18,2021-03-06,,
Mecklenburg,Charlotte 2,182501,0.77,2021-03-06,,
Pitt,Greenville,89616,2.12,2021-03-06,,
New Hanover,New Hanover County (North),67743,1.62,2021-03-06,,
Carteret,Newport,4774,0,2021-03-06,,
Chatham,Pittsboro,4234,0,2021-03-06,,
Wake,Raleigh,550000,1.51,2021-03-06,0,1785429.1215056
Durham,South Durham,108105,1.2,2021-03-06,5500,813081.234526229
Carteret,Town of Beaufort,4750,4.21,2021-03-06,,
Jackson,Tuckaseigee,13296,1.5,2021-03-06,,
New Hanover,Wilmington City,58361,2.4,2021-03-06,,
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-07,,
Mecklenburg,Charlotte 1,68685,0.73,2021-03-07,,
Mecklenburg,Charlotte 2,182501,0.33,2021-03-07,,
Pitt,Greenville,89616,0.78,2021-03-07,,
New Hanover,New Hanover County (North),67743,0.3,2021-03-07,,
Carteret,Newport,4774,4.19,2021-03-07,,
Chatham,Pittsboro,4234,0,2021-03-07,,
Wake,Raleigh,550000,1.24,2021-03-07,,
Durham,South Durham,108105,1.57,2021-03-07,,
Carteret,Town of Beaufort,4750,4.21,2021-03-07,,
Jackson,Tuckaseigee,13296,1.5,2021-03-07,,
New Hanover,Wilmington City,58361,2.4,2021-03-07,,
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-08,,
Mecklenburg,Charlotte 1,68685,1.6,2021-03-08,10237.7976147217,1288207.50634435
Mecklenburg,Charlotte 2,182501,0.99,2021-03-08,20115.2926898915,2295675.24731287
Pitt,Greenville,89616,0.22,2021-03-08,,
New Hanover,New Hanover County (North),67743,1.03,2021-03-08,,
Carteret,Newport,4774,0,2021-03-08,,
Chatham,Pittsboro,4234,0,2021-03-08,,
Wake,Raleigh,550000,0.69,2021-03-08,,
Durham,South Durham,108105,1.76,2021-03-08,,
Carteret,Town of Beaufort,4750,4.21,2021-03-08,,
Jackson,Tuckaseigee,13296,1.5,2021-03-08,1807,5895745.62201583
New Hanover,Wilmington City,58361,0.86,2021-03-08,,
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-09,12881.6730279883,1664930.48594785
Mecklenburg,Charlotte 1,68685,2.91,2021-03-09,,
Mecklenburg,Charlotte 2,182501,1.37,2021-03-09,6480.74069840787,1051375.99865511
Pitt,Greenville,89616,2.01,2021-03-09,8645.80823289529,15023608.8092214
New Hanover,New Hanover County (North),67743,1.03,2021-03-09,0,675052.39203384
Carteret,Newport,4774,0,2021-03-09,0,584251.595508454
Chatham,Pittsboro,4234,0,2021-03-09,0,658327.090983894
Wake,Raleigh,550000,2.02,2021-03-09,,
Durham,South Durham,108105,2.22,2021-03-09,,
Carteret,Town of Beaufort,4750,0,2021-03-09,0,4280801.20199393
Jackson,Tuckaseigee,13296,0,2021-03-09,,
New Hanover,Wilmington City,58361,1.2,2021-03-09,4643.54390525168,507291.818958511
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-10,,
Mecklenburg,Charlotte 1,68685,1.75,2021-03-10,11726.0393995586,1011403.24217675
Mecklenburg,Charlotte 2,182501,1.75,2021-03-10,,
Pitt,Greenville,89616,1.56,2021-03-10,,
New Hanover,New Hanover County (North),67743,1.18,2021-03-10,,
Carteret,Newport,4774,0,2021-03-10,,
Chatham,Pittsboro,4234,4.72,2021-03-10,,
Wake,Raleigh,550000,1.71,2021-03-10,4898.97948556636,6717864.5368266
Durham,South Durham,108105,2.13,2021-03-10,9486.83298050514,961423.00533992
Carteret,Town of Beaufort,4750,0,2021-03-10,,
Jackson,Tuckaseigee,13296,1.5,2021-03-10,,
New Hanover,Wilmington City,58361,3.6,2021-03-10,,
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-11,,
Mecklenburg,Charlotte 1,68685,1.31,2021-03-11,,
Mecklenburg,Charlotte 2,182501,1.37,2021-03-11,,
Pitt,Greenville,89616,0.89,2021-03-11,,
New Hanover,New Hanover County (North),67743,1.33,2021-03-11,,
Carteret,Newport,4774,0,2021-03-11,,
Chatham,Pittsboro,4234,0,2021-03-11,,
Wake,Raleigh,550000,1.84,2021-03-11,,
Durham,South Durham,108105,1.67,2021-03-11,,
Carteret,Town of Beaufort,4750,4.21,2021-03-11,,
Jackson,Tuckaseigee,13296,1.5,2021-03-11,,
New Hanover,Wilmington City,58361,3.08,2021-03-11,,
Orange,Chapel Hill - Carrboro,78141,1.02,2021-03-12,6093.02880347697,6922114.22038969
Mecklenburg,Charlotte 1,68685,2.18,2021-03-12,,
Mecklenburg,Charlotte 2,182501,0.99,2021-03-12,,
Pitt,Greenville,89616,1.56,2021-03-12,5477.22557505167,9166612.66456377
New Hanover,New Hanover County (North),67743,2.07,2021-03-12,0,251711.106937973
Carteret,Newport,4774,0,2021-03-12,0,574828.182677673
Chatham,Pittsboro,4234,0,2021-03-12,0,371313.031160931
Wake,Raleigh,550000,1.91,2021-03-12,,
Durham,South Durham,108105,2.13,2021-03-12,,
Carteret,Town of Beaufort,4750,0,2021-03-12,0,980927.678774722
Jackson,Tuckaseigee,13296,1.5,2021-03-12,,
New Hanover,Wilmington City,58361,2.4,2021-03-12,11736.6945943055,7090623.28405936
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-13,,
Mecklenburg,Charlotte 1,68685,1.6,2021-03-13,,
Mecklenburg,Charlotte 2,182501,1.75,2021-03-13,,
Pitt,Greenville,89616,1.79,2021-03-13,,
New Hanover,New Hanover County (North),67743,1.33,2021-03-13,,
Carteret,Newport,4774,0,2021-03-13,,
Chatham,Pittsboro,4234,0,2021-03-13,,
Wake,Raleigh,550000,1.75,2021-03-13,7599.34207678533,10427089.6505713
Durham,South Durham,108105,1.2,2021-03-13,6269.96810199224,5097651.75615953
Carteret,Town of Beaufort,4750,0,2021-03-13,,
Jackson,Tuckaseigee,13296,1.5,2021-03-13,,
New Hanover,Wilmington City,58361,1.37,2021-03-13,,
Orange,Chapel Hill - Carrboro,78141,1.02,2021-03-14,,
Mecklenburg,Charlotte 1,68685,1.75,2021-03-14,,
Mecklenburg,Charlotte 2,182501,0.99,2021-03-14,,
Pitt,Greenville,89616,0.89,2021-03-14,,
New Hanover,New Hanover County (North),67743,1.92,2021-03-14,,
Carteret,Newport,4774,0,2021-03-14,,
Chatham,Pittsboro,4234,0,2021-03-14,,
Wake,Raleigh,550000,1.51,2021-03-14,,
